fixed_cost,delivery_cost,storage_cost,apl_operating_cost,penalty_cost,total_cost,open_locations,open_service_points,open_apls,annual_pickups,annual_deliveries,pickup_share,avg_distance_km,max_distance_km,population_within_1km,population_within_2km,population_over_3km,city_bounce_rate,max_location_bounce_rate,solver_status,solver_objective,apl_candidate_count
795000.0,721695.0367047722,172412.10510109225,137765.14512452562,3622.2320085580454,1830494.518938948,25,12,13,862060.5255054613,489791.47449453874,0.637688538024474,0.7731365399803533,5.1665464630789995,0.7038935948877991,0.9752935057215039,0.0020433942636350123,0.0,0.0,Optimal,1830494.5189389472,20
