"CBS_square","x","y","Population","nearest_SP_straightline","dist_straightline_km","nearest_SP_network","dist_network_km","detour_factor"
"E1810N3210",125989.8333,79593.93,80,5820,32.973649985464,5820,4.409946490042,0.133741532768925
"E1810N3215",125989.8333,84213.095,815,5820,35.6644049864569,5820,4.747072317155,0.133103925859905
"E1810N3220",125989.8333,88832.26,265,5820,38.7209419217378,5820,4.674743309013,0.120729070032995
"E1815N3130",133184.7499,5687.29,290,657,21.1652930645963,657,2.95692757873,0.139706432115326
"E1815N3135",133184.7499,10306.455,10,657,16.5936812242846,657,2.54164298299,0.153169326844145
"E1815N3150",133184.7499,24163.95,645,657,3.67863538946849,657,0.69986560141,0.190251418613988
"E1815N3155",133184.7499,28783.115,620,657,3.40682649534358,657,0.45359377952,0.133142612381337
"E1815N3165",133184.7499,38021.445,10,657,11.6522442230746,657,1.88738617053,0.161976193975789
"E1815N3170",133184.7499,42640.61,125,657,16.1823674305786,657,2.656574712639,0.164164775273801
"E1815N3175",133184.7499,47259.775,65,657,20.7517856214056,657,2.738719704022,0.13197513476609
"E1815N3185",133184.7499,56498.105,5,657,29.9364643853808,2096,4.065156313893,0.135792799762893
"E1815N3190",133184.7499,61117.27,10,657,34.5395368020338,2096,3.937126807981,0.113988986897739
"E1815N3200",133184.7499,70355.6,NA,5820,36.0300928324803,5820,4.330736173335,0.120197752291966
"E1815N3205",133184.7499,74974.765,NA,5820,37.3832721682088,5820,4.441943703465,0.118821693389443
"E1815N3210",133184.7499,79593.93,45,5820,39.236766649178,5820,5.398807800992,0.137595634453358
"E1815N3215",133184.7499,84213.095,90,5820,41.5236323887515,5820,5.405249069725,0.130172837942502
"E1815N3220",133184.7499,88832.26,NA,5820,44.176618329437,5820,5.352013004695,0.121150355257697
"E1820N3150",140379.6666,24163.95,475,657,10.1926011856668,657,0.92097761291,0.0903574657865663
"E1820N3205",140379.6666,74974.765,NA,5820,44.1962097914151,5820,5.772951010102,0.130620952279563
"E1820N3215",140379.6666,84213.095,55,5820,47.7494289880055,5820,5.962881255426,0.124878587698376
